image_id,full_image_path,question,answer
61sK6RiUK3L,abo-images-small/images/small\39/39588787.jpg,What color is dominant?,Blue
61sK6RiUK3L,abo-images-small/images/small\39/39588787.jpg,What shape is the logo?,Circle
61sK6RiUK3L,abo-images-small/images/small\39/39588787.jpg,Does this case appear protective?,Yes
61sK6RiUK3L,abo-images-small/images/small\39/39588787.jpg,Are floral accents symmetrical?,Yes
81plzddNxwL,abo-images-small/images/small\9e/9e705f9e.jpg,What color is prominent in the sky?,Blue
81plzddNxwL,abo-images-small/images/small\9e/9e705f9e.jpg,How many cutouts are visible?,One
81plzddNxwL,abo-images-small/images/small\9e/9e705f9e.jpg,Does the darker object touch the case's bottom?,Yes
81plzddNxwL,abo-images-small/images/small\9e/9e705f9e.jpg,"Which occupies more surface area, blue or orange?",Blue
81plzddNxwL,abo-images-small/images/small\9e/9e705f9e.jpg,What does the black shape most closely resemble?,Trees
81l422hMq+L,abo-images-small/images/small\b8/b8c928eb.jpg,What color dominates?,Gray
81l422hMq+L,abo-images-small/images/small\b8/b8c928eb.jpg,How many camera lenses appear?,Three
81l422hMq+L,abo-images-small/images/small\b8/b8c928eb.jpg,Is the center area textured?,Yes
81l422hMq+L,abo-images-small/images/small\b8/b8c928eb.jpg,Is the camera lens closer to the top or bottom?,Top
81l422hMq+L,abo-images-small/images/small\b8/b8c928eb.jpg,Is the red coloration uniform?,No
71X0VeDpCiL,abo-images-small/images/small\da/dabd31a8.jpg,What color is the phone case?,Yellow
71X0VeDpCiL,abo-images-small/images/small\da/dabd31a8.jpg,How many shoes are displayed?,Two
71X0VeDpCiL,abo-images-small/images/small\da/dabd31a8.jpg,Which shoe is on top?,Black
71X0VeDpCiL,abo-images-small/images/small\da/dabd31a8.jpg,Do both socks have a dark stripe?,Yes
71X0VeDpCiL,abo-images-small/images/small\da/dabd31a8.jpg,Are the shoes identical?,No
91jCPeqXJ1L,abo-images-small/images/small\bb/bb09f081.jpg,What color is the cabinet?,White
91jCPeqXJ1L,abo-images-small/images/small\bb/bb09f081.jpg,How many cabinet doors are visible?,Four
91jCPeqXJ1L,abo-images-small/images/small\bb/bb09f081.jpg,Is the window to the right of the cabinet?,Yes
91jCPeqXJ1L,abo-images-small/images/small\bb/bb09f081.jpg,Is the top cabinet door larger than the bottom cabinet door?,Yes
91jCPeqXJ1L,abo-images-small/images/small\bb/bb09f081.jpg,What is most likely stored inside the cabinet?,Items
71dj5PUzAKL,abo-images-small/images/small\d8/d8137521.jpg,What shape is present?,Heart
71dj5PUzAKL,abo-images-small/images/small\d8/d8137521.jpg,What color is predominant?,Blue
71dj5PUzAKL,abo-images-small/images/small\d8/d8137521.jpg,Where is the camera?,Upper
71dj5PUzAKL,abo-images-small/images/small\d8/d8137521.jpg,What is touching the heart?,Finger
71dj5PUzAKL,abo-images-small/images/small\d8/d8137521.jpg,"Which is brighter, the heart or background?",Heart
816pLro9gEL,abo-images-small/images/small\4d/4d295bb5.jpg,What animal is pictured?,Lion
816pLro9gEL,abo-images-small/images/small\4d/4d295bb5.jpg,Is the lion facing forward?,No
816pLro9gEL,abo-images-small/images/small\4d/4d295bb5.jpg,What shape is the camera cutout?,Oval
816pLro9gEL,abo-images-small/images/small\4d/4d295bb5.jpg,What color is the lion's mane?,Brown
816pLro9gEL,abo-images-small/images/small\4d/4d295bb5.jpg,Where is the charging port?,Bottom
817QdCQ1QTL,abo-images-small/images/small\4b/4be69670.jpg,What color is the sofa?,Brown
817QdCQ1QTL,abo-images-small/images/small\4b/4be69670.jpg,How many legs are visible?,Four
817QdCQ1QTL,abo-images-small/images/small\4b/4be69670.jpg,What shape are the small cushions?,Cylindrical
817QdCQ1QTL,abo-images-small/images/small\4b/4be69670.jpg,Are the back cushions higher or lower than the armrests?,Higher
817QdCQ1QTL,abo-images-small/images/small\4b/4be69670.jpg,Is the seating surface one or two pieces?,One
71P-FKqTLML,abo-images-small/images/small\b2/b2e25734.jpg,What animal is illustrated?,Panda
71P-FKqTLML,abo-images-small/images/small\b2/b2e25734.jpg,How many pandas have closed mouths?,One
71P-FKqTLML,abo-images-small/images/small\b2/b2e25734.jpg,Is the small panda above or below the others?,Above
71P-FKqTLML,abo-images-small/images/small\b2/b2e25734.jpg,How many eyes are visible in total?,Twenty
71P-FKqTLML,abo-images-small/images/small\b2/b2e25734.jpg,What is the background color?,White
71PnytDlPVL,abo-images-small/images/small\77/7747c142.jpg,What color is the phone's background?,Black
71PnytDlPVL,abo-images-small/images/small\77/7747c142.jpg,How many stars appear on the cover?,Numerous
71PnytDlPVL,abo-images-small/images/small\77/7747c142.jpg,What shape are the stars?,Pointed
71PnytDlPVL,abo-images-small/images/small\77/7747c142.jpg,Is the camera lens above the flash?,Above
71PnytDlPVL,abo-images-small/images/small\77/7747c142.jpg,What shape is the speaker grille?,Rectangular
51rcTIPTyqL,abo-images-small/images/small\a3/a31a8248.jpg,What color is dominant?,Orange
51rcTIPTyqL,abo-images-small/images/small\a3/a31a8248.jpg,How many camera lenses are visible?,Two
51rcTIPTyqL,abo-images-small/images/small\a3/a31a8248.jpg,Is orange circle center?,Near
51rcTIPTyqL,abo-images-small/images/small\a3/a31a8248.jpg,Is green part larger than red?,Yes
51rcTIPTyqL,abo-images-small/images/small\a3/a31a8248.jpg,What objects are represented?,Swirls
812azxedWBL,abo-images-small/images/small\f6/f6b025a9.jpg,What color is predominantly in the background?,Blue
812azxedWBL,abo-images-small/images/small\f6/f6b025a9.jpg,How many feathers are present?,Two
812azxedWBL,abo-images-small/images/small\f6/f6b025a9.jpg,What is in the center?,Dreamcatcher
812azxedWBL,abo-images-small/images/small\f6/f6b025a9.jpg,Are the circles identical?,No
812azxedWBL,abo-images-small/images/small\f6/f6b025a9.jpg,Where is the camera located?,Top
71EpIvs2ZQL,abo-images-small/images/small\d8/d82c9403.jpg,What color is the donut's glaze?,Pink
71EpIvs2ZQL,abo-images-small/images/small\d8/d82c9403.jpg,What shape is visible inside the donut?,Circle
71EpIvs2ZQL,abo-images-small/images/small\d8/d82c9403.jpg,Where is the donut located relative to the phone's center?,Below
71EpIvs2ZQL,abo-images-small/images/small\d8/d82c9403.jpg,Is the camera lens or the donut larger?,Donut
71EpIvs2ZQL,abo-images-small/images/small\d8/d82c9403.jpg,What sprinkles' color is most abundant?,Blue
719XnPGoshL,abo-images-small/images/small\9c/9c0779fd.jpg,What color dominates the background?,Teal
719XnPGoshL,abo-images-small/images/small\9c/9c0779fd.jpg,How many golden orbs are visible?,Two
719XnPGoshL,abo-images-small/images/small\9c/9c0779fd.jpg,What is the orientation of the device?,Vertical
719XnPGoshL,abo-images-small/images/small\9c/9c0779fd.jpg,Which orb is closer?,Top
719XnPGoshL,abo-images-small/images/small\9c/9c0779fd.jpg,Does the top orb appear complete?,Yes
61QXLRVzkgL,abo-images-small/images/small\f4/f462e36b.jpg,What color is the letter?,Yellow
61QXLRVzkgL,abo-images-small/images/small\f4/f462e36b.jpg,How many cameras are visible?,One
61QXLRVzkgL,abo-images-small/images/small\f4/f462e36b.jpg,Is the letter above or below the middle?,Below
61QXLRVzkgL,abo-images-small/images/small\f4/f462e36b.jpg,Is the phone case design symmetrical?,No
61QXLRVzkgL,abo-images-small/images/small\f4/f462e36b.jpg,Does the case design fully cover the phone?,No
515Wkt5t-ZL,abo-images-small/images/small\37/37842a2d.jpg,What color is the necklace?,Silver
515Wkt5t-ZL,abo-images-small/images/small\37/37842a2d.jpg,How many chains are visible?,Two
515Wkt5t-ZL,abo-images-small/images/small\37/37842a2d.jpg,Is the bar below the chain?,Yes
515Wkt5t-ZL,abo-images-small/images/small\37/37842a2d.jpg,Is the bar horizontal or vertical?,Horizontal
515Wkt5t-ZL,abo-images-small/images/small\37/37842a2d.jpg,Is the bar rectangular or square?,Rectangular
81jfg59+5SL,abo-images-small/images/small\95/957626ef.jpg,What color is the phone case?,Black
81jfg59+5SL,abo-images-small/images/small\95/957626ef.jpg,How many circles are visible?,Two
81jfg59+5SL,abo-images-small/images/small\95/957626ef.jpg,Are more triangles or lines visible?,Lines
81jfg59+5SL,abo-images-small/images/small\95/957626ef.jpg,Is the camera lens centered?,Yes
81jfg59+5SL,abo-images-small/images/small\95/957626ef.jpg,Which shape is most repeated?,Triangle
71bGVjuhmKL,abo-images-small/images/small\8b/8b224fb9.jpg,"What word is underneath ""Girl""?",Boss
71bGVjuhmKL,abo-images-small/images/small\8b/8b224fb9.jpg,Is the phone case vertical or horizontal?,Vertical
71bGVjuhmKL,abo-images-small/images/small\8b/8b224fb9.jpg,What shape is the camera’s top opening?,Oval
71bGVjuhmKL,abo-images-small/images/small\8b/8b224fb9.jpg,"How many Os are in ""Boss""?",Two
71bGVjuhmKL,abo-images-small/images/small\8b/8b224fb9.jpg,"Is the ""Girl Boss"" text design concave or convex?",Concave
711bnuEqLlL,abo-images-small/images/small\3a/3a493034.jpg,What color is the interior lining?,Red
711bnuEqLlL,abo-images-small/images/small\3a/3a493034.jpg,How many visible stripes are on the side?,One
711bnuEqLlL,abo-images-small/images/small\3a/3a493034.jpg,What is the primary shoe color?,Black
711bnuEqLlL,abo-images-small/images/small\3a/3a493034.jpg,Is the heel loop visible?,Yes
711bnuEqLlL,abo-images-small/images/small\3a/3a493034.jpg,Does the sole have an even or corrugated texture?,Corrugated
81jBcTUG9tL,abo-images-small/images/small\ce/ce237f38.jpg,What color is the bottom portion?,Turquoise
81jBcTUG9tL,abo-images-small/images/small\ce/ce237f38.jpg,What shape are the repeating designs?,Circles
81jBcTUG9tL,abo-images-small/images/small\ce/ce237f38.jpg,How many circles are red?,Many
81jBcTUG9tL,abo-images-small/images/small\ce/ce237f38.jpg,Which colors are closest together?,Orange
81jBcTUG9tL,abo-images-small/images/small\ce/ce237f38.jpg,Is there more blue or orange?,Blue
71hwBUy8suL,abo-images-small/images/small\4c/4c74dfff.jpg,What color is the chair?,Red
71hwBUy8suL,abo-images-small/images/small\4c/4c74dfff.jpg,How many wheels are visible?,Five
71hwBUy8suL,abo-images-small/images/small\4c/4c74dfff.jpg,Is the backrest below the seat?,No
71hwBUy8suL,abo-images-small/images/small\4c/4c74dfff.jpg,Is the backrest a solid shape?,No
71hwBUy8suL,abo-images-small/images/small\4c/4c74dfff.jpg,What is the shape of the seat?,Round
514Ht2DMiIL,abo-images-small/images/small\bc/bcbac36e.jpg,What color is the phone?,Black
514Ht2DMiIL,abo-images-small/images/small\bc/bcbac36e.jpg,How many camera lenses are visible?,Two
514Ht2DMiIL,abo-images-small/images/small\bc/bcbac36e.jpg,Which side is the volume rocker on?,Right
514Ht2DMiIL,abo-images-small/images/small\bc/bcbac36e.jpg,Is the phone's screen illuminated?,Yes
514Ht2DMiIL,abo-images-small/images/small\bc/bcbac36e.jpg,Is the case on the phone?,Yes
81LuaOV0hrL,abo-images-small/images/small\7b/7bfbc7d9.jpg,How many layers are stones?,Twelve
81LuaOV0hrL,abo-images-small/images/small\7b/7bfbc7d9.jpg,What shape is the cutout?,Circular
81LuaOV0hrL,abo-images-small/images/small\7b/7bfbc7d9.jpg,Is the stack vertical?,Yes
81LuaOV0hrL,abo-images-small/images/small\7b/7bfbc7d9.jpg,What color are the stones?,Brown
81LuaOV0hrL,abo-images-small/images/small\7b/7bfbc7d9.jpg,What's above the stones?,Sky
81BOd9l64PL,abo-images-small/images/small\de/ded56a84.jpg,How many visible lens?,Three
81BOd9l64PL,abo-images-small/images/small\de/ded56a84.jpg,What is the color?,Brown
81BOd9l64PL,abo-images-small/images/small\de/ded56a84.jpg,Is it portrait orientation?,Yes
81BOd9l64PL,abo-images-small/images/small\de/ded56a84.jpg,Does back have texture?,Yes
81BOd9l64PL,abo-images-small/images/small\de/ded56a84.jpg,What shape forms camera border?,Oval
71tqEdBXIjL,abo-images-small/images/small\05/05a8bddb.jpg,What color is the upper portion?,Blue
71tqEdBXIjL,abo-images-small/images/small\05/05a8bddb.jpg,How many planks are visible?,Twelve
71tqEdBXIjL,abo-images-small/images/small\05/05a8bddb.jpg,Does the design run vertically?,Yes
71tqEdBXIjL,abo-images-small/images/small\05/05a8bddb.jpg,Is the camera lens centered?,No
71tqEdBXIjL,abo-images-small/images/small\05/05a8bddb.jpg,Is the yellow darker above or below the pattern?,Below
81FMIGVghuL,abo-images-small/images/small\fa/faff9892.jpg,What background color dominates?,Purple
81FMIGVghuL,abo-images-small/images/small\fa/faff9892.jpg,How many circular objects exist?,Four
81FMIGVghuL,abo-images-small/images/small\fa/faff9892.jpg,What surrounds the fingerprint scanner?,Rhinestones
81FMIGVghuL,abo-images-small/images/small\fa/faff9892.jpg,Are the feathers predominantly left or right?,Both
81FMIGVghuL,abo-images-small/images/small\fa/faff9892.jpg,Is the top circle larger?,Largest
818r5zZMpeL,abo-images-small/images/small\2f/2f7981a3.jpg,What letter is visible?,G
818r5zZMpeL,abo-images-small/images/small\2f/2f7981a3.jpg,How many rivets are visible?,Four
818r5zZMpeL,abo-images-small/images/small\2f/2f7981a3.jpg,What color is dominant?,Blue
818r5zZMpeL,abo-images-small/images/small\2f/2f7981a3.jpg,Is the letter above or below the cutout?,Below
818r5zZMpeL,abo-images-small/images/small\2f/2f7981a3.jpg,Is the cutout vertical or horizontal?,Vertical
71r5H2N+twL,abo-images-small/images/small\18/1819336d.jpg,How many red circles exist?,Two
71r5H2N+twL,abo-images-small/images/small\18/1819336d.jpg,What is the background color?,Navy
71r5H2N+twL,abo-images-small/images/small\18/1819336d.jpg,How many complete diamond shapes are there?,Four
71r5H2N+twL,abo-images-small/images/small\18/1819336d.jpg,Is the central circle blue or orange?,Blue
71r5H2N+twL,abo-images-small/images/small\18/1819336d.jpg,Is the diamond's top point larger than the bottom one?,Smaller
717QchM96gL,abo-images-small/images/small\fa/fa9c2797.jpg,What color is the vehicle?,Yellow
717QchM96gL,abo-images-small/images/small\fa/fa9c2797.jpg,How many windows are visible?,Twelve
717QchM96gL,abo-images-small/images/small\fa/fa9c2797.jpg,Where is the vehicle positioned?,Bottom
717QchM96gL,abo-images-small/images/small\fa/fa9c2797.jpg,Is the background in focus?,No
717QchM96gL,abo-images-small/images/small\fa/fa9c2797.jpg,What is on top of the vehicle?,Luggage
71YPYckUZ5L,abo-images-small/images/small\a7/a7928121.jpg,What color is the phone cover's bottom section?,Red
71YPYckUZ5L,abo-images-small/images/small\a7/a7928121.jpg,How many colors are primarily visible?,Three
71YPYckUZ5L,abo-images-small/images/small\a7/a7928121.jpg,Which color appears most frequently?,Red
71YPYckUZ5L,abo-images-small/images/small\a7/a7928121.jpg,Is the camera hole located at the top?,Yes
71YPYckUZ5L,abo-images-small/images/small\a7/a7928121.jpg,What art style does this resemble?,Abstract
81LG17Ep23L,abo-images-small/images/small\88/882ff7a7.jpg,What color is the background?,Black
81LG17Ep23L,abo-images-small/images/small\88/882ff7a7.jpg,How many horizontal pattern bands are present?,Seven
81LG17Ep23L,abo-images-small/images/small\88/882ff7a7.jpg,Is the camera cutout on top?,Yes
81LG17Ep23L,abo-images-small/images/small\88/882ff7a7.jpg,Which pattern band appears most frequently?,Last
81LG17Ep23L,abo-images-small/images/small\88/882ff7a7.jpg,Are the pattern elements symmetrical?,Some
716PpmL7QML,abo-images-small/images/small\30/308ce011.jpg,What color are most of the flowers?,Red
716PpmL7QML,abo-images-small/images/small\30/308ce011.jpg,How many flowers are partially visible?,Several
716PpmL7QML,abo-images-small/images/small\30/308ce011.jpg,Are the flowers grouped together?,Yes
716PpmL7QML,abo-images-small/images/small\30/308ce011.jpg,"Which is larger, the flowers or the leaves?",Flowers
716PpmL7QML,abo-images-small/images/small\30/308ce011.jpg,What is the shape of the object?,Rectangular
71rSqBRM8GL,abo-images-small/images/small\82/82065b6e.jpg,What color are the flowers?,Purple
71rSqBRM8GL,abo-images-small/images/small\82/82065b6e.jpg,How many flowers are visible?,Eleven
71rSqBRM8GL,abo-images-small/images/small\82/82065b6e.jpg,Are more flowers above or below the camera?,Below
71rSqBRM8GL,abo-images-small/images/small\82/82065b6e.jpg,What is the shape of the largest flower petal?,Oval
71rSqBRM8GL,abo-images-small/images/small\82/82065b6e.jpg,Is the camera lens centered?,Yes
71JSexTOqdL,abo-images-small/images/small\72/72402abf.jpg,What color is the sun?,Orange
71JSexTOqdL,abo-images-small/images/small\72/72402abf.jpg,How many giraffes are there?,Two
71JSexTOqdL,abo-images-small/images/small\72/72402abf.jpg,Is the tree to the left or right of the sun?,Left
71JSexTOqdL,abo-images-small/images/small\72/72402abf.jpg,Is the opening at the top center larger or smaller than the bottom center?,Larger
71JSexTOqdL,abo-images-small/images/small\72/72402abf.jpg,Is the bottom rectangle centered?,Yes
71Sz6zRGqYL,abo-images-small/images/small\a3/a3a64399.jpg,What color is the sky?,Blue
71Sz6zRGqYL,abo-images-small/images/small\a3/a3a64399.jpg,How many camera lenses are visible?,Two
71Sz6zRGqYL,abo-images-small/images/small\a3/a3a64399.jpg,Is the horizon line above or below the phone's midpoint?,Above
71Sz6zRGqYL,abo-images-small/images/small\a3/a3a64399.jpg,Is the dock closer to the top or bottom edge?,Bottom
71Sz6zRGqYL,abo-images-small/images/small\a3/a3a64399.jpg,Is there more water or land visible?,Water
71Qw5ZN2q2L,abo-images-small/images/small\94/94139907.jpg,What color is the background?,Yellow
71Qw5ZN2q2L,abo-images-small/images/small\94/94139907.jpg,How many shoes are visible?,Two
71Qw5ZN2q2L,abo-images-small/images/small\94/94139907.jpg,What color are the shoe laces?,White
71Qw5ZN2q2L,abo-images-small/images/small\94/94139907.jpg,Are the feet oriented horizontally or vertically?,Vertically
71Qw5ZN2q2L,abo-images-small/images/small\94/94139907.jpg,Are both shoes facing the same direction?,No
71XcaZm7sSL,abo-images-small/images/small\7a/7a9b1068.jpg,What shape is the camera cutout?,Oval
71XcaZm7sSL,abo-images-small/images/small\7a/7a9b1068.jpg,How many decorative rows above logo?,One
71XcaZm7sSL,abo-images-small/images/small\7a/7a9b1068.jpg,Is the tree trunk straight?,No
71XcaZm7sSL,abo-images-small/images/small\7a/7a9b1068.jpg,What is below the tree's roots?,Spiral
71XcaZm7sSL,abo-images-small/images/small\7a/7a9b1068.jpg,Does the case cover the top edge?,Partially
61pZurtdVjL,abo-images-small/images/small\1d/1db5dbe9.jpg,What background color is visible?,Black
61pZurtdVjL,abo-images-small/images/small\1d/1db5dbe9.jpg,How many camera lenses are visible?,One
61pZurtdVjL,abo-images-small/images/small\1d/1db5dbe9.jpg,Are more stars on the top or bottom half?,Bottom
61pZurtdVjL,abo-images-small/images/small\1d/1db5dbe9.jpg,What shape are the light elements?,Stars
61pZurtdVjL,abo-images-small/images/small\1d/1db5dbe9.jpg,What is the predominant cover pattern?,Stars
81-AtMfVsfL,abo-images-small/images/small\de/de342af8.jpg,What color is the background?,Pink
81-AtMfVsfL,abo-images-small/images/small\de/de342af8.jpg,How many feathers are visible?,Two
81-AtMfVsfL,abo-images-small/images/small\de/de342af8.jpg,Is there any camera cutout visible?,Yes
81-AtMfVsfL,abo-images-small/images/small\de/de342af8.jpg,"Which is the biggest, circle or feather?",Circle
81-AtMfVsfL,abo-images-small/images/small\de/de342af8.jpg,Does design cover entire surface?,Yes
