image_id,full_image_path,question,answer
71jm60E+-sL,abo-images-small/images/small\c1/c1983682.jpg,Is the dog facing left or right?,Right
71jm60E+-sL,abo-images-small/images/small\c1/c1983682.jpg,What covers the dog's head?,Snow
71jm60E+-sL,abo-images-small/images/small\c1/c1983682.jpg,Where is the camera positioned?,Center
71cRk4lF9TL,abo-images-small/images/small\17/17cfb6d0.jpg,What shape are the camera lenses?,Oval
71cRk4lF9TL,abo-images-small/images/small\17/17cfb6d0.jpg,What color is the phone's background?,Turquoise
71cRk4lF9TL,abo-images-small/images/small\17/17cfb6d0.jpg,How many camera lenses are visible?,Three
71cRk4lF9TL,abo-images-small/images/small\17/17cfb6d0.jpg,Is the case texture smooth or rough?,Rough
71cRk4lF9TL,abo-images-small/images/small\17/17cfb6d0.jpg,Where is the brand logo located on the case?,Bottom
615NQjgni1L,abo-images-small/images/small\ff/ff591a3a.jpg,What color is the camera lens?,Blue
615NQjgni1L,abo-images-small/images/small\ff/ff591a3a.jpg,How many figures are silhouetted?,Two
615NQjgni1L,abo-images-small/images/small\ff/ff591a3a.jpg,Is the tree to the left or right?,Left
615NQjgni1L,abo-images-small/images/small\ff/ff591a3a.jpg,Does the background sky fade downward or upward?,Downward
615NQjgni1L,abo-images-small/images/small\ff/ff591a3a.jpg,Which figure is slightly larger?,Right
718wos3Uo7L,abo-images-small/images/small\e4/e4ca5f4b.jpg,How many buttons are visible?,Fifteen
718wos3Uo7L,abo-images-small/images/small\e4/e4ca5f4b.jpg,What is the dominant color?,Black
718wos3Uo7L,abo-images-small/images/small\e4/e4ca5f4b.jpg,Is the camera lens square or round?,Round
718wos3Uo7L,abo-images-small/images/small\e4/e4ca5f4b.jpg,What object is most prominent?,Controller
718wos3Uo7L,abo-images-small/images/small\e4/e4ca5f4b.jpg,Is the charging port located on the bottom?,Unknown
61hAQwPDrCL,abo-images-small/images/small\6a/6af3b70a.jpg,What color is the background?,Red
61hAQwPDrCL,abo-images-small/images/small\6a/6af3b70a.jpg,How many roses are visible?,Two
61hAQwPDrCL,abo-images-small/images/small\6a/6af3b70a.jpg,Is the speaker above or below the roses?,Below
61hAQwPDrCL,abo-images-small/images/small\6a/6af3b70a.jpg,Is the upper rose closer to the camera?,No
61hAQwPDrCL,abo-images-small/images/small\6a/6af3b70a.jpg,Is the camera lens circular or square?,Circular
61VB8OxEe9L,abo-images-small/images/small\ae/ae15ebbd.jpg,What color is the phone?,Black
61VB8OxEe9L,abo-images-small/images/small\ae/ae15ebbd.jpg,How many people are illustrated?,Two
61VB8OxEe9L,abo-images-small/images/small\ae/ae15ebbd.jpg,Is the camera lens near the top?,Yes
61VB8OxEe9L,abo-images-small/images/small\ae/ae15ebbd.jpg,What is the man doing?,Kissing
61VB8OxEe9L,abo-images-small/images/small\ae/ae15ebbd.jpg,Are there more vertical lines than horizontal lines?,Yes
71LBF2RDeyL,abo-images-small/images/small\3e/3e066a7d.jpg,What text appears?,Girlboss
71LBF2RDeyL,abo-images-small/images/small\3e/3e066a7d.jpg,What shape is the object?,Rectangular
71LBF2RDeyL,abo-images-small/images/small\3e/3e066a7d.jpg,What color is predominant?,Brown
71LBF2RDeyL,abo-images-small/images/small\3e/3e066a7d.jpg,Is the speaker above or below the camera?,Below
71LBF2RDeyL,abo-images-small/images/small\3e/3e066a7d.jpg,Is 'Girl' or 'Boss' larger?,Girl
714pG2WZI+L,abo-images-small/images/small\a1/a1b21421.jpg,What color are the cat's eyes?,Green
714pG2WZI+L,abo-images-small/images/small\a1/a1b21421.jpg,Is the kitten under something?,Yes
714pG2WZI+L,abo-images-small/images/small\a1/a1b21421.jpg,How many lenses are visible?,Three
714pG2WZI+L,abo-images-small/images/small\a1/a1b21421.jpg,"Which is larger, the eye or the nose?",Eye
714pG2WZI+L,abo-images-small/images/small\a1/a1b21421.jpg,Is the cat facing forward?,Yes
81d07yhWWZL,abo-images-small/images/small\49/49777a5e.jpg,What color is the background?,Black
81d07yhWWZL,abo-images-small/images/small\49/49777a5e.jpg,How many circles are visible?,Twenty
81d07yhWWZL,abo-images-small/images/small\49/49777a5e.jpg,Are pink features present?,Yes
81d07yhWWZL,abo-images-small/images/small\49/49777a5e.jpg,Where is the camera cutout?,Middle
81d07yhWWZL,abo-images-small/images/small\49/49777a5e.jpg,Do all circles share the same pattern?,Yes
812QFy0rNxL,abo-images-small/images/small\03/0321431e.jpg,What is the background color?,Black
812QFy0rNxL,abo-images-small/images/small\03/0321431e.jpg,How many hearts are pink?,Two
812QFy0rNxL,abo-images-small/images/small\03/0321431e.jpg,Are stars bigger than hearts?,No
812QFy0rNxL,abo-images-small/images/small\03/0321431e.jpg,Are more unicorns facing left or right?,Right
812QFy0rNxL,abo-images-small/images/small\03/0321431e.jpg,Which rainbow is most complete?,Top
61f9Qc5tmoL,abo-images-small/images/small\7a/7a4d0aa3.jpg,What color are the words?,Pink
61f9Qc5tmoL,abo-images-small/images/small\7a/7a4d0aa3.jpg,How many camera lenses are visible?,Three
61f9Qc5tmoL,abo-images-small/images/small\7a/7a4d0aa3.jpg,"Is the word ""BAD"" above or below ""VIBES""?",Above
61f9Qc5tmoL,abo-images-small/images/small\7a/7a4d0aa3.jpg,What shape is the camera module?,Rectangle
61f9Qc5tmoL,abo-images-small/images/small\7a/7a4d0aa3.jpg,Is more of the phone case black or pink?,Black
81+rQmW4+LL,abo-images-small/images/small\e1/e16061b0.jpg,What background color exists?,Blue
81+rQmW4+LL,abo-images-small/images/small\e1/e16061b0.jpg,How many holes are visible?,Three
81+rQmW4+LL,abo-images-small/images/small\e1/e16061b0.jpg,Is the camera hole rectangular?,No
81+rQmW4+LL,abo-images-small/images/small\e1/e16061b0.jpg,Are raindrops evenly distributed?,No
81+rQmW4+LL,abo-images-small/images/small\e1/e16061b0.jpg,What object is simulated?,Raindrops
714Bvxpj5-L,abo-images-small/images/small\18/18f098fa.jpg,What word appears?,Explor
714Bvxpj5-L,abo-images-small/images/small\18/18f098fa.jpg,What shape is the cover?,Rectangle
714Bvxpj5-L,abo-images-small/images/small\18/18f098fa.jpg,What color dominates?,Green
714Bvxpj5-L,abo-images-small/images/small\18/18f098fa.jpg,Is the camera circular?,Yes
714Bvxpj5-L,abo-images-small/images/small\18/18f098fa.jpg,"What is more dense, bottom or top?",Bottom
715oYNGT9HL,abo-images-small/images/small\3e/3ea92bc7.jpg,What color is the background?,Black
715oYNGT9HL,abo-images-small/images/small\3e/3ea92bc7.jpg,How many complete flowers are there?,Four
715oYNGT9HL,abo-images-small/images/small\3e/3ea92bc7.jpg,Which side has the floral design?,Left
715oYNGT9HL,abo-images-small/images/small\3e/3ea92bc7.jpg,Is the camera opening near the top or bottom?,Top
715oYNGT9HL,abo-images-small/images/small\3e/3ea92bc7.jpg,Is the floral pattern symmetrical?,No
71UUtyLw7vL,abo-images-small/images/small\0a/0a2e10b8.jpg,What is the dominant color?,Purple
71UUtyLw7vL,abo-images-small/images/small\0a/0a2e10b8.jpg,How many camera lenses are visible?,Two
71UUtyLw7vL,abo-images-small/images/small\0a/0a2e10b8.jpg,Are the flowers densely packed?,Yes
71UUtyLw7vL,abo-images-small/images/small\0a/0a2e10b8.jpg,Is the flash located to the left or right of the camera lenses?,Right
71UUtyLw7vL,abo-images-small/images/small\0a/0a2e10b8.jpg,Which floral arrangement is closest to the top edge?,Central
71SykTERj1L,abo-images-small/images/small\3e/3e1d2342.jpg,What color are most flowers?,Pink
71SykTERj1L,abo-images-small/images/small\3e/3e1d2342.jpg,How many circular holes exist?,One
71SykTERj1L,abo-images-small/images/small\3e/3e1d2342.jpg,Is the camera closer to top?,Yes
71SykTERj1L,abo-images-small/images/small\3e/3e1d2342.jpg,Are flowers more dense below?,Yes
71SykTERj1L,abo-images-small/images/small\3e/3e1d2342.jpg,What is the device's purpose?,Protection
71NXcSb26oL,abo-images-small/images/small\3e/3e14c1b7.jpg,What color is the case?,Brown
71NXcSb26oL,abo-images-small/images/small\3e/3e14c1b7.jpg,How many camera lenses are visible?,Three
71NXcSb26oL,abo-images-small/images/small\3e/3e14c1b7.jpg,Is the camera assembly at the top or bottom?,Top
71NXcSb26oL,abo-images-small/images/small\3e/3e14c1b7.jpg,Is the texture smooth or rough?,Rough
71NXcSb26oL,abo-images-small/images/small\3e/3e14c1b7.jpg,Is the phone case taller than wide?,Taller
713MbbLXeeL,abo-images-small/images/small\cb/cbcc5e92.jpg,What color are the hearts?,Red
713MbbLXeeL,abo-images-small/images/small\cb/cbcc5e92.jpg,How many large hearts exist?,One
713MbbLXeeL,abo-images-small/images/small\cb/cbcc5e92.jpg,Do all hearts face forward?,Yes
713MbbLXeeL,abo-images-small/images/small\cb/cbcc5e92.jpg,Are squares visible?,Yes
713MbbLXeeL,abo-images-small/images/small\cb/cbcc5e92.jpg,Where is the camera?,Top
61uApBbz4mL,abo-images-small/images/small\6a/6ae1629f.jpg,What color is the bow?,Pink
61uApBbz4mL,abo-images-small/images/small\6a/6ae1629f.jpg,How many paws are visible?,Three
61uApBbz4mL,abo-images-small/images/small\6a/6ae1629f.jpg,Is the camera above or below the flash?,Above
61uApBbz4mL,abo-images-small/images/small\6a/6ae1629f.jpg,What shape are the cat's eyes?,Oval
61uApBbz4mL,abo-images-small/images/small\6a/6ae1629f.jpg,Is the cat's head or body larger?,Head
81vlmf-mTuL,abo-images-small/images/small\81/81c6dc79.jpg,What color is the sparkle background?,Pink
81vlmf-mTuL,abo-images-small/images/small\81/81c6dc79.jpg,How many words are printed?,Two
81vlmf-mTuL,abo-images-small/images/small\81/81c6dc79.jpg,What word appears largest?,Girl
81vlmf-mTuL,abo-images-small/images/small\81/81c6dc79.jpg,What is the shape around the phone?,Rectangle
81vlmf-mTuL,abo-images-small/images/small\81/81c6dc79.jpg,Where is the camera lens located?,Upper
71qfG5ayM7L,abo-images-small/images/small\a5/a58f5bbe.jpg,What dominant color is near bottom?,Red
71qfG5ayM7L,abo-images-small/images/small\a5/a58f5bbe.jpg,Is the camera lens vertical?,Yes
71qfG5ayM7L,abo-images-small/images/small\a5/a58f5bbe.jpg,Which color is above green?,Teal
71qfG5ayM7L,abo-images-small/images/small\a5/a58f5bbe.jpg,Does the design appear painted?,Yes
71qfG5ayM7L,abo-images-small/images/small\a5/a58f5bbe.jpg,Is more red or green visible?,Red
71qT4ea9AAL,abo-images-small/images/small\0b/0b916005.jpg,What color is the background?,Black
71qT4ea9AAL,abo-images-small/images/small\0b/0b916005.jpg,How many flowers are visible?,Three
71qT4ea9AAL,abo-images-small/images/small\0b/0b916005.jpg,Is the camera above or below the flash?,Above
71qT4ea9AAL,abo-images-small/images/small\0b/0b916005.jpg,What shape repeats along the cup's bottom?,Triangle
71qT4ea9AAL,abo-images-small/images/small\0b/0b916005.jpg,What is the most prominent object pictured?,Coffee
61zPAnlq-dL,abo-images-small/images/small\42/428df975.jpg,What color is the candle?,Red
61zPAnlq-dL,abo-images-small/images/small\42/428df975.jpg,How many lenses are visible?,One
61zPAnlq-dL,abo-images-small/images/small\42/428df975.jpg,Is the candle closer to the top or bottom?,Bottom
61zPAnlq-dL,abo-images-small/images/small\42/428df975.jpg,Is the candle's flame above or below the camera lens?,Below
61zPAnlq-dL,abo-images-small/images/small\42/428df975.jpg,What shape is the base of the candle?,Square
71izvvyfcWL,abo-images-small/images/small\0b/0b78bcc5.jpg,What shape is the cut-out?,Circular
71izvvyfcWL,abo-images-small/images/small\0b/0b78bcc5.jpg,What color is predominantly on the right side?,Blue
71izvvyfcWL,abo-images-small/images/small\0b/0b78bcc5.jpg,Is more orange visible than red?,No
71izvvyfcWL,abo-images-small/images/small\0b/0b78bcc5.jpg,Is the cut-out above or below center?,Above
71izvvyfcWL,abo-images-small/images/small\0b/0b78bcc5.jpg,Is the pattern symmetrical?,No
71X0HNlrw8L,abo-images-small/images/small\75/75c862fb.jpg,What color is the sky?,Blue
71X0HNlrw8L,abo-images-small/images/small\75/75c862fb.jpg,How many camera lenses are visible?,Three
71X0HNlrw8L,abo-images-small/images/small\75/75c862fb.jpg,Is the building taller than the other buildings?,Yes
71X0HNlrw8L,abo-images-small/images/small\75/75c862fb.jpg,Which edge is the highest part of the building closest to?,Top
71X0HNlrw8L,abo-images-small/images/small\75/75c862fb.jpg,What is mostly under the building?,City
71UpKrWakDL,abo-images-small/images/small\d1/d10635b2.jpg,What shape dominates the bottom?,Circle
71UpKrWakDL,abo-images-small/images/small\d1/d10635b2.jpg,Is the upper area multicolored?,No
71UpKrWakDL,abo-images-small/images/small\d1/d10635b2.jpg,How many corners has each star?,Four
71UpKrWakDL,abo-images-small/images/small\d1/d10635b2.jpg,Is the camera square or rectangular?,Rectangular
71UpKrWakDL,abo-images-small/images/small\d1/d10635b2.jpg,Does the black fill more area?,Yes
71UzF1GUeDL,abo-images-small/images/small\43/436e16a7.jpg,What is the case's background color?,Red
71UzF1GUeDL,abo-images-small/images/small\43/436e16a7.jpg,How many hearts are visible?,Eight
71UzF1GUeDL,abo-images-small/images/small\43/436e16a7.jpg,Are the hearts touching?,Yes
71UzF1GUeDL,abo-images-small/images/small\43/436e16a7.jpg,What color is the heart outline?,Silver
71UzF1GUeDL,abo-images-small/images/small\43/436e16a7.jpg,Which corner has no hearts?,Top
81r1yk1S57L,abo-images-small/images/small\98/9898df29.jpg,What color is the path?,Brown
81r1yk1S57L,abo-images-small/images/small\98/9898df29.jpg,How many camera lenses are visible?,Two
81r1yk1S57L,abo-images-small/images/small\98/9898df29.jpg,What is above the path?,Trees
81r1yk1S57L,abo-images-small/images/small\98/9898df29.jpg,What direction is the path leading?,Away
81r1yk1S57L,abo-images-small/images/small\98/9898df29.jpg,"Which is larger, the camera lenses or flash?",Lenses
617Y8ibzL1L,abo-images-small/images/small\61/61d8e01e.jpg,What color is the background?,Black
617Y8ibzL1L,abo-images-small/images/small\61/61d8e01e.jpg,How many circles are visible?,One
617Y8ibzL1L,abo-images-small/images/small\61/61d8e01e.jpg,Is the feline above or below the circle?,Above
617Y8ibzL1L,abo-images-small/images/small\61/61d8e01e.jpg,Is the circle's color predominantly orange or blue?,Orange
617Y8ibzL1L,abo-images-small/images/small\61/61d8e01e.jpg,What shape is on the back?,Oval
711OH9Yj0RL,abo-images-small/images/small\18/18ab297b.jpg,What color are most blocks?,Red
711OH9Yj0RL,abo-images-small/images/small\18/18ab297b.jpg,Is the camera hole round?,Yes
711OH9Yj0RL,abo-images-small/images/small\18/18ab297b.jpg,How many colors are visible?,Four
711OH9Yj0RL,abo-images-small/images/small\18/18ab297b.jpg,Which color is used diagonally?,Blue
711OH9Yj0RL,abo-images-small/images/small\18/18ab297b.jpg,Is yellow next to red?,Yes
718mplH1GqL,abo-images-small/images/small\5f/5f1b24a7.jpg,What color is the biggest block?,Yellow
718mplH1GqL,abo-images-small/images/small\5f/5f1b24a7.jpg,What number cameras are visible?,One
718mplH1GqL,abo-images-small/images/small\5f/5f1b24a7.jpg,How many blocks are square?,Four
718mplH1GqL,abo-images-small/images/small\5f/5f1b24a7.jpg,Is pink block above or below yellow?,Below
718mplH1GqL,abo-images-small/images/small\5f/5f1b24a7.jpg,What is the predominant background colour?,Blue
71TFf-dOzvL,abo-images-small/images/small\45/450dd2ac.jpg,What color is background?,Black
71TFf-dOzvL,abo-images-small/images/small\45/450dd2ac.jpg,How many flowers present?,Four
71TFf-dOzvL,abo-images-small/images/small\45/450dd2ac.jpg,Is design centered?,No
71TFf-dOzvL,abo-images-small/images/small\45/450dd2ac.jpg,Which flower largest?,Top
71TFf-dOzvL,abo-images-small/images/small\45/450dd2ac.jpg,Which shape symmetrical?,Flowers
71iSKb4j2dL,abo-images-small/images/small\38/384af864.jpg,What's the case's background color?,Pink
71iSKb4j2dL,abo-images-small/images/small\38/384af864.jpg,How many visible hearts?,Six
71iSKb4j2dL,abo-images-small/images/small\38/384af864.jpg,Is the camera hole circular?,Oval
71iSKb4j2dL,abo-images-small/images/small\38/384af864.jpg,Which shape is at the bottom?,Trapezoid
71iSKb4j2dL,abo-images-small/images/small\38/384af864.jpg,Where are sparkles primarily located?,Center
71-8QmTEwOL,abo-images-small/images/small\45/456b830a.jpg,What color are most leaves?,Orange
71-8QmTEwOL,abo-images-small/images/small\45/456b830a.jpg,How many leaves are partially visible?,Several
71-8QmTEwOL,abo-images-small/images/small\45/456b830a.jpg,Is the trunk left or right?,Left
71-8QmTEwOL,abo-images-small/images/small\45/456b830a.jpg,Does light shine above leaves?,Above
71-8QmTEwOL,abo-images-small/images/small\45/456b830a.jpg,What is background's general tone?,Dark
71L9dTBchHL,abo-images-small/images/small\2f/2fd072b8.jpg,What color is the ribbon?,Brown
71L9dTBchHL,abo-images-small/images/small\2f/2fd072b8.jpg,How many hearts are visible?,Five
71L9dTBchHL,abo-images-small/images/small\2f/2fd072b8.jpg,Is the box striped?,Yes
71L9dTBchHL,abo-images-small/images/small\2f/2fd072b8.jpg,"Is the word ""LOVE"" vertical?",Yes
71L9dTBchHL,abo-images-small/images/small\2f/2fd072b8.jpg,Which flower is largest?,Pink
81gqata8m1L,abo-images-small/images/small\58/584b94f9.jpg,What color is the water?,Blue
81gqata8m1L,abo-images-small/images/small\58/584b94f9.jpg,How many mountains are visible?,One
81gqata8m1L,abo-images-small/images/small\58/584b94f9.jpg,Does the water reflect mountains?,Yes
81gqata8m1L,abo-images-small/images/small\58/584b94f9.jpg,Are trees closer to the water than snow?,Yes
81gqata8m1L,abo-images-small/images/small\58/584b94f9.jpg,What object surrounds the image?,Phone
51GPXrexFQL,abo-images-small/images/small\93/93b96d8b.jpg,What is the dress color?,Pink
51GPXrexFQL,abo-images-small/images/small\93/93b96d8b.jpg,How many stars are visible?,Seven
51GPXrexFQL,abo-images-small/images/small\93/93b96d8b.jpg,What color is at the top of her head?,Blue
51GPXrexFQL,abo-images-small/images/small\93/93b96d8b.jpg,Does her hair reach her waist?,No
51GPXrexFQL,abo-images-small/images/small\93/93b96d8b.jpg,Which side are the volume buttons located?,Left
615DO3V36SL,abo-images-small/images/small\21/219e2d38.jpg,What color is the bottom portion?,Black
615DO3V36SL,abo-images-small/images/small\21/219e2d38.jpg,How many camera lenses are visible?,Three
615DO3V36SL,abo-images-small/images/small\21/219e2d38.jpg,What shape is predominantly featured above the couple?,Heart
615DO3V36SL,abo-images-small/images/small\21/219e2d38.jpg,Where is the charging port cut-out located?,Bottom
615DO3V36SL,abo-images-small/images/small\21/219e2d38.jpg,"Which object is closest to ""LOVE""?",Rose
61r7lcoMjPL,abo-images-small/images/small\2c/2c4da097.jpg,What color is the background?,Black
61r7lcoMjPL,abo-images-small/images/small\2c/2c4da097.jpg,What shape is the red feature?,Circle
61r7lcoMjPL,abo-images-small/images/small\2c/2c4da097.jpg,Is the circle above or below the line?,Above
61r7lcoMjPL,abo-images-small/images/small\2c/2c4da097.jpg,What item is at the top?,Camera
61r7lcoMjPL,abo-images-small/images/small\2c/2c4da097.jpg,What is the primary color?,Black
71n1DOpsE1L,abo-images-small/images/small\d7/d73f4c61.jpg,What fruit is featured?,Orange
71n1DOpsE1L,abo-images-small/images/small\d7/d73f4c61.jpg,How many complete orange slices are visible?,Four
71n1DOpsE1L,abo-images-small/images/small\d7/d73f4c61.jpg,Is the apple logo partially covered?,Partially
71n1DOpsE1L,abo-images-small/images/small\d7/d73f4c61.jpg,Is there more space above the apple logo or below it?,Below
71n1DOpsE1L,abo-images-small/images/small\d7/d73f4c61.jpg,What shape is the cut out?,Rectangle
710msnQCHNL,abo-images-small/images/small\95/95e2a045.jpg,What color is the heart on the bear's clothing?,Red
710msnQCHNL,abo-images-small/images/small\95/95e2a045.jpg,How many camera lenses are visible?,Two
710msnQCHNL,abo-images-small/images/small\95/95e2a045.jpg,What does the bear's clothing say?,Iloveyou
710msnQCHNL,abo-images-small/images/small\95/95e2a045.jpg,Is the bear positioned on the right or left side of the phone case?,Left
710msnQCHNL,abo-images-small/images/small\95/95e2a045.jpg,Is the fingerprint sensor on the left or right of the phone's cameras?,Right
81+4RgaxlRL,abo-images-small/images/small\95/957aa40b.jpg,What is the background color?,Brown
81+4RgaxlRL,abo-images-small/images/small\95/957aa40b.jpg,How many circles compose the roots?,Two
81+4RgaxlRL,abo-images-small/images/small\95/957aa40b.jpg,Is the camera hole circular?,Yes
81+4RgaxlRL,abo-images-small/images/small\95/957aa40b.jpg,Is the tree taller than wide?,Taller
81+4RgaxlRL,abo-images-small/images/small\95/957aa40b.jpg,What shape dominates the tree’s design?,Spiral
71S5ZFz4sNL,abo-images-small/images/small\5c/5cb10707.jpg,What is the predominant color?,Blue
71S5ZFz4sNL,abo-images-small/images/small\5c/5cb10707.jpg,How many circular openings exist?,Three
71S5ZFz4sNL,abo-images-small/images/small\5c/5cb10707.jpg,Is green color below blue?,Yes
71S5ZFz4sNL,abo-images-small/images/small\5c/5cb10707.jpg,What is the orientation?,Vertical
71S5ZFz4sNL,abo-images-small/images/small\5c/5cb10707.jpg,Which color seems most textured?,Green
71zINfHlG+L,abo-images-small/images/small\3c/3c115546.jpg,What color is predominant?,Black
71zINfHlG+L,abo-images-small/images/small\3c/3c115546.jpg,How many distinct eyes are visible?,Two
71zINfHlG+L,abo-images-small/images/small\3c/3c115546.jpg,Does the pattern appear symmetrical?,Yes
71zINfHlG+L,abo-images-small/images/small\3c/3c115546.jpg,Is there a cut-out for a camera?,Yes
71zINfHlG+L,abo-images-small/images/small\3c/3c115546.jpg,What shape repeats most within the pattern?,Swirl
71-FIMANkTL,abo-images-small/images/small\d2/d294f576.jpg,What color is the sky?,Blue
71-FIMANkTL,abo-images-small/images/small\d2/d294f576.jpg,How many circular openings are visible?,Two
71-FIMANkTL,abo-images-small/images/small\d2/d294f576.jpg,"Is the ""bottle"" upright?",No
71-FIMANkTL,abo-images-small/images/small\d2/d294f576.jpg,Is the horizon above or below the bottle?,Above
71-FIMANkTL,abo-images-small/images/small\d2/d294f576.jpg,What object most glows?,Bottle
81jFIdT4fTL,abo-images-small/images/small\2c/2c24d43c.jpg,What is the dominant color?,Blue
81jFIdT4fTL,abo-images-small/images/small\2c/2c24d43c.jpg,What shape is the camera lens?,Circle
81jFIdT4fTL,abo-images-small/images/small\2c/2c24d43c.jpg,Are there more red or yellow regions?,Yellow
81jFIdT4fTL,abo-images-small/images/small\2c/2c24d43c.jpg,Is there a horizontal stripe?,Yes
81jFIdT4fTL,abo-images-small/images/small\2c/2c24d43c.jpg,Which color is nearest the camera?,Orange
71rTAlrfcUL,abo-images-small/images/small\44/44f1d41f.jpg,What color is the seat?,Grey
71rTAlrfcUL,abo-images-small/images/small\44/44f1d41f.jpg,How many legs are visible?,Three
71rTAlrfcUL,abo-images-small/images/small\44/44f1d41f.jpg,What is the seat's shape?,Curved
71rTAlrfcUL,abo-images-small/images/small\44/44f1d41f.jpg,Are the leg supports parallel?,Yes
71rTAlrfcUL,abo-images-small/images/small\44/44f1d41f.jpg,Is the seat wider than its legs?,Yes
71TzYdxqs3L,abo-images-small/images/small\a2/a2839d52.jpg,What is the case's dominant color?,Yellow
71TzYdxqs3L,abo-images-small/images/small\a2/a2839d52.jpg,How many camera lenses are visible?,Two
71TzYdxqs3L,abo-images-small/images/small\a2/a2839d52.jpg,Which shape dominates the floral design?,Flower
71TzYdxqs3L,abo-images-small/images/small\a2/a2839d52.jpg,Is the apple logo centered?,Yes
71TzYdxqs3L,abo-images-small/images/small\a2/a2839d52.jpg,Is the floral design symmetrical?,No
81vVs24srFL,abo-images-small/images/small\6c/6c01dbe0.jpg,What is the background color?,Black
81vVs24srFL,abo-images-small/images/small\6c/6c01dbe0.jpg,How many circles are partially visible?,Many
81vVs24srFL,abo-images-small/images/small\6c/6c01dbe0.jpg,What creature is illustrated?,Peacock
81vVs24srFL,abo-images-small/images/small\6c/6c01dbe0.jpg,Is the camera closer to the top or center?,Top
81vVs24srFL,abo-images-small/images/small\6c/6c01dbe0.jpg,What orientation is the phone?,Vertical
71cZ+E8mWNL,abo-images-small/images/small\07/07ad278a.jpg,What color are most brushes?,Brown
71cZ+E8mWNL,abo-images-small/images/small\07/07ad278a.jpg,How many brushes are visible?,Eight
71cZ+E8mWNL,abo-images-small/images/small\07/07ad278a.jpg,Is the phone case vertical?,Yes
71cZ+E8mWNL,abo-images-small/images/small\07/07ad278a.jpg,Is the container taller than wide?,Taller
71cZ+E8mWNL,abo-images-small/images/small\07/07ad278a.jpg,What object's image is on the case?,Brushes
71x-yu+9FVL,abo-images-small/images/small\18/182b4efd.jpg,How many butterflies are prominently gold?,Several
71x-yu+9FVL,abo-images-small/images/small\18/182b4efd.jpg,What color is the case's background?,Black
71x-yu+9FVL,abo-images-small/images/small\18/182b4efd.jpg,Is the camera cutout centered?,Yes
71x-yu+9FVL,abo-images-small/images/small\18/182b4efd.jpg,Are the golden butterflies all the same size?,No
71x-yu+9FVL,abo-images-small/images/small\18/182b4efd.jpg,Which butterfly appears largest?,Center
71LVxQBZ2SL,abo-images-small/images/small\b6/b6eca932.jpg,What is the tower's color?,Golden
71LVxQBZ2SL,abo-images-small/images/small\b6/b6eca932.jpg,What shape surrounds the Eiffel Tower?,Rectangle
71LVxQBZ2SL,abo-images-small/images/small\b6/b6eca932.jpg,Is the tower above or below the camera cutout?,Below
71LVxQBZ2SL,abo-images-small/images/small\b6/b6eca932.jpg,What is the background color?,Black
71LVxQBZ2SL,abo-images-small/images/small\b6/b6eca932.jpg,Does the tower fill over or under half of the image?,Under
81d8JsNcVZL,abo-images-small/images/small\6a/6a410a1b.jpg,How many circles are visible?,Two
81d8JsNcVZL,abo-images-small/images/small\6a/6a410a1b.jpg,What color are the stalks?,Yellow
